Nom du Centre de Secours,Ville,Département
CIP ST-DENIS-D'ANJOU,ST-DENIS-D'ANJOU,53
CPI ST-DENIS-DE-GASTINES,ST-DENIS-DE-GASTINES,53
CPI ST-PIERRE-DES-LANDES,ST-PIERRE-DES-LANDES,53
CIP ST-PIERRE-DES-NIDS,ST-PIERRE-DES-NIDS,53
CIP VAIGES,VAIGES,53
CIS VILLAINES-LA-JUHEL,VILLAINES-LA-JUHEL,53
CPI VILLIERS-CHARLEMAGNE,VILLIERS-CHARLEMAGNE,53
CS AUDUN-LE-ROMAN,AUDUN-LE-ROMAN,54
CS BACCARAT,BACCARAT,54
CS BADONVILLER,BADONVILLER,54
CS BAYON,BAYON,54
CS BLAINVILLE-DAMELEVIERES,BLAINVILLE-sur-L'EAU,54
CS BLAMONT,BLAMONT,54
CSP CSP VAL DE BRIEY,BRIEY,54
CS CIREY-sur-VEZOUZE,CIREY-sur-VEZOUZE,54
CS COLOMBEY-les-BELLES,COLOMBEY-les-BELLES,54
CS GERBEVILLER,GERBEVILLER,54
CS HAROUE,HAROUE,54
CS CS VAL DE L'ORNE,HOMÉCOURT,54
CS JARNY,JARNY,54
CS LONGUYON,LONGUYON,54
CSP LONGWY,LONGWY,54
CSP LUNEVILLE,LUNEVILLE,54
CIS NANCY - JOFFRE,NANCY,54
CIS NANCY GENTILLY,NANCY GENTILLY,54
CS NEUVES-MAISONS,NEUVES-MAISONS,54
CS PIENNES,PIENNES,54
CS POMPEY,POMPEY,54
CSP PONT-à-MOUSSON,PONT-à-MOUSSON,54
CS SAINT-NICOLAS-de-PORT,SAINT-NICOLAS-de-PORT,54
CS THIAUCOURT-REGNIEVILLE,THIAUCOURT-REGNIEVILLE,54
CIS TOMBLAINE,TOMBLAINE,54
CSP TOUL,TOUL,54
CS TRIEUX -  TUCQUEGNIEUX,TUCQUEGNIEUX,54
CS VAL DE SEILLE,VAL DE SEILLE,54
CIS VANDOEUVRE LES NANCY,VANDOEUVRE LES NANCY,54
CS VEZELISE,VEZELISE,54
CS VILLERUPT,VILLERUPT,54
CIS ANCERVILLE,ANCERVILLE,55
CIS BEAUSITE,BEAUSITE,55
CIS BEUREY sur SAULX,BEUREY sur SAULX,55
CIS BOULIGNY,BOULIGNY,55
CIS CLERMONT EN ARGONNE,CLERMONT EN ARGONNE,55
CIS COMMERCY,COMMERCY,55
CIS CONSENVOYE,CONSENVOYE,55
CIS COUSANCES les FORGES,COUSANCES les FORGES,55
CIS DAGONVILLE,DAGONVILLE,55
CIS DAMMARIE sur SAULX,DAMMARIE sur SAULX,55
CIS DAMVILLERS,DAMVILLERS,55
CIS DEMANGE aux EAUX,DEMANGE aux EAUX,55
CIS DIEUE SUR MEUSE,DIEUE SUR MEUSE,55
CIS DUN SUR MEUSE,DUN SUR MEUSE,55
CIS ETAIN,ETAIN,55
CIS BAR LE DUC,FAINS-VEEL,55
CIS FRESNES EN WOEVRE,FRESNES EN WOEVRE,55
CIS GONDRECOURT le CHATEAU,GONDRECOURT le CHATEAU,55
CIS CIS LACROIX sur MEUSE,LACROIX sur MEUSE,55
CIS LES TROIS VALLONS,LES TROIS VALLONS,55
CIS LIGNY en BARROIS,LIGNY en BARROIS,55
CIS MARVILLE,MARVILLE,55
CIS MAXEY sur VAISE,MAXEY sur VAISE,55
CIS MONTFAUCON d'ARGONNE,MONTFAUCON d'ARGONNE,55
CIS MONTIERS sur SAULX,MONTIERS sur SAULX,55
CIS MONTMEDY,MONTMEDY,55
CIS PAGNY sur MEUSE,PAGNY sur MEUSE,55
CIS PIERREFITTE sur AIRE,PIERREFITTE sur AIRE,55
CIS REVIGNY sur ORNAIN,REVIGNY sur ORNAIN,55
CIS ROMAGNE sous MONTFAUCON,ROMAGNE sous MONTFAUCON,55
CIS SAINT MIHIEL,SAINT MIHIEL,55
CIS SEUIL d'ARGONNE,SEUIL d'ARGONNE,55
CIS SOUILLY,SOUILLY,55
CIS SPINCOURT,SPINCOURT,55
CIS STAINVILLE,STAINVILLE,55
CIS STENAY,STENAY,55
CIS TRONVILLE en BARROIS,TRONVILLE en BARROIS,55
CIS VARENNES en ARGONNE,VARENNES en ARGONNE,55
CIS VAUCOULEURS,VAUCOULEURS,55
CIS VERDUN,VERDUN,55
CIS VIGNEULLES les HATTONCHATEL,VIGNEULLES les HATTONCHATEL,55
CIS VOID VACON,VOID VACON,55
CIS ARZON,ARZON,56
CIS AURAY,AURAY,56
CIS BAUD,BAUD,56
CIS BELZ,BELZ,56
CIS  BIEUZY LES EAUX,BIEUZY LES EAUX,56
CIS BUBRY,BUBRY,56
CIS  CAMPENEAC,CAMPENEAC,56
CIS CARNAC,CARNAC,56
CIS CLEGUEREC,CLEGUEREC,56
CIS ELEVEN,ELEVEN,56
CIS  GOURIN,GOURIN,56
CIS GRAND CHAMP,GRAND CHAMP,56
CIS GROIX,GROIX,56
CIS GUEMENE SUR SCORFF,GUEMENE SUR SCORFF,56
CIS GUER,GUER,56
CIS  GUERN,GUERN,56
CIS GUIDEL,GUIDEL,56
CIS GUISCRIFF,GUISCRIFF,56
CIS HENNEBONT,HENNEBONT,56
CIS HOEDIC,HOEDIC,56
CIS HOUAT,HOUAT,56
CIS ILE AUX MOINES,ILE AUX MOINES,56
CIS ILE D'ARZ,ILE D'ARZ,56
CIS INGUINIEL,INGUINIEL,56
CIS  JOSSELIN,JOSSELIN,56
CIS  KERFOURN,KERFOURN,56
CIS LA GACILLY,LA GACILLY,56
CIS LA ROCHE BERNARD,LA ROCHE BERNARD,56
CIS  LA TRINITE PORHOET,LA TRINITE PORHOET,56
CIS LANGUIDIC,LANGUIDIC,56
CIS  LE FAOUET,LE FAOUET,56
CIS  LOCMINE,LOCMINE,56
CIS BELLE IL EN MER,LOCMINE,56
CSP LORIENT,LORIENT,56
CIS MALESTROIT,MALESTROIT,56
CIS MAURON,MAURON,56
CIS  MELRAND,MELRAND,56
CIS  MENEAC,MENEAC,56
CIS MOLAC,MOLAC,56
CIS MUZILLAC,MUZILLAC,56
CIS  NOYAL PONTIVY,NOYAL PONTIVY,56
CIS PEAULE,PEAULE,56
CIS PENESTIN,PENESTIN,56
CIS PLESCOP,PLESCOP,56
CIS PLOEMEUR,PLOEMEUR,56
CIS  PLOERDUT,PLOERDUT,56
CIS PLOEREN,PLOEREN,56
CSP PLOËRMEL,PLOËRMEL,56
CIS PLOUAY,PLOUAY,56
CIS PLOUHINEC,PLOUHINEC,56
CIS PLOURAY,PLOURAY,56
CIS  PLUMELEC,PLUMELEC,56
CIS  PLUMELIAU,PLUMELIAU,56
CIS PLUVIGNIER,PLUVIGNIER,56
CSP  PONTIVY,PONTIVY,56
CIS QUESTEMBERT,QUESTEMBERT,56
CIS QUIBERON,QUIBERON,56
CIS   REGUINY,REGUINY,56
CIS  PORT LOUIS,RIANTEC,56
CIS ROCHEFORT EN TERRE,ROCHEFORT EN TERRE,56
CIS ROHAN,ROHAN,56
CIS  SAINT JEAN BREVELAY,SAINT JEAN BREVELAY,56
CIS SARZEAU,SARZEAU,56
CIS SURZUR,SURZUR,56
CSP VANNES,VANNES,56
CIS  ABRESCHVILLER,ABRESCHVILLER,57
CIS  ALBESTROFF,ALBESTROFF,57
CIS  AUDUN-LE-TICHE,AUDUN-LE-TICHE,57
CIS  BITCHE,BITCHE,57
CIS  BOULAY,BOULAY,57
CIS  BOUZONVILLE,BOUZONVILLE,57
CIS  CHATEAU SALINS,CHATEAU SALINS,57
CIS  COURCELLES CHAUSSY,COURCELLES CHAUSSY,57
CIS  CREUTZWALD,CREUTZWALD,57
CIS  DELME,DELME,57
CIS  DIEUZE,DIEUZE,57
CIS  FAULQUEMONT,FAULQUEMONT,57
CIS  FENETRANGE,FENETRANGE,57
CIS  FORBACH  (PC de Compagnie),FORBACH,57
CIS  FREYMING MERLEBACH,FREYMING MERLEBACH,57
CIS  GONDREXANGE,GONDREXANGE,57
CIS  HAGONDANGE,HAGONDANGE,57
CIS  HAYANGE,HAYANGE,57
CIS  LORQUIN,LORQUIN,57
CIS  METZ  (PC de Compagnie),METZ,57
CIS  METZERVISSE,METZERVISSE,57
CIS  MONTIGNY-LES-METZ,MONTIGNY-LES-METZ,57
CIS  MORHANGE,MORHANGE,57
CIS  MOYEUVRE GRANDE,MOYEUVRE GRANDE,57
CIS  PHALSBOURG,PHALSBOURG,57
CIS  PUTTELANGE-AUX-LACS,PUTTELANGE-AUX-LACS,57
CIS  REMILLY,REMILLY,57
CIS  ROHRBACH LES BITCHE,ROHRBACH LES BITCHE,57
CIS  SAINT AVOLD,SAINT AVOLD,57
CIS  SARRALBE,SARRALBE,57
CIS  SARREBOURG (PC de Compagnie),SARREBOURG,57
CIS  SARREGUEMINES  (PC de Compagnie),SARREGUEMINES,57
CIS  SIERCK-LES-BAINS,SIERCK-LES-BAINS,57
CIS  THIONVILLE  (PC de Compagnie),THIONVILLE,57
CIS  VOLMUNSTER,VOLMUNSTER,57
CIS  YUTZ,YUTZ,57
CIS CIS 3ème catégorie ALLIGNY COSNE,ALLIGNY COSNE,58
CIS CIS 3ème catégorie ARQUIAN,ARQUIAN,58
CIS CIS 4ème catégorie BILLY SUR OISY ET OISY,BILLY SUR OISY,58
CIS CIS 4ème catégorie BOUHY,BOUHY,58
CIS CIS 2ème catégorie BRASSY,BRASSY,58
CIS CIS 3ème catégorie BRINON SUR BEUVRON,BRINON SUR BEUVRON,58
CIS CIS 2ème catégorie CERCY LA TOUR,CERCY LA TOUR,58
CIS CIS 3ème catégorie CHAMPLEMY,CHAMPLEMY,58
CIS CIS 3ème catégorie CHANTENAY SAINT IMBERT,CHANTENAY SAINT IMBERT,58
CIS CIS 2ème catégorie CHATEAU-CHINON,CHATEAU-CHINON,58
CIS CIS 2ème catégorie CHATILLON EN BAZOIS,CHATILLON EN BAZOIS,58
CIS CIS 4ème catégorie CHIDDES,CHIDDES,58
CIS CIS 4ème catégorie CIEZ,CIEZ,58
CIS CIS 2ème catégorie CLAMECY,CLAMECY,58
CIS CIS 2ème catégorie CORBIGNY,CORBIGNY,58
CIS CIS 2ème catégorie COSNE SUR LOIRE,COSNE SUR LOIRE,58
CIS CIS 3ème catégorie CRUX LA VILLE,CRUX LA VILLE,58
CIS CIS 4ème catégorie DAMPIERRE SOUS BOUHY,DAMPIERRE SOUS BOUHY,58
CIS CIS 2ème catégorie DECIZE,DECIZE,58
CIS CIS 3ème catégorie DONZY,DONZY,58
CIS CIS 3ème catégorie ENTRAINS SUR NOHAIN,ENTRAINS SUR NOHAIN,58
CIS CIS 3ème catégorie FOURS,FOURS,58
CIS CIS 2ème catégorie LA CHARITE SUR LOIRE,LA CHARITE SUR LOIRE,58
CIS CIS 3ème catégorie LA MACHINE,LA MACHINE,58
CIS CIS 3ème catégorie LAROCHEMILLAY,LAROCHEMILLAY,58
CIS CIS 3ème catégorie LORMES,LORMES,58
CIS CIS 3ème catégorie LUCENAY LES AIX,LUCENAY LES AIX,58
CIS CIS 2ème catégorie LUZY,LUZY,58
CIS CIS 2ème catégorie NEVERS - LA SANGSUE,MARZY,58
CIS CIS 3ème catégorie MONTREUILLON,MONTREUILLON,58
CIS CIS 3ème catégorie MOULINS ENGILBERT,MOULINS ENGILBERT,58
CIS CIS 3ème catégorie MOUX EN MORVAN,MOUX EN MORVAN,58
CIS CIS 3ème catégorie OUROUX EN MORVAN,OUROUX EN MORVAN,58
CIS CIS 2ème catégorie POUILLY SUR LOIRE,POUILLY SUR LOIRE,58
CIS CIS 2ème catégorie PREMERY,PREMERY,58
CIS CIS 2ème catégorie SAINT AMAND EN PUISAYE,SAINT AMAND EN PUISAYE,58
CIS CIS 4ème catégorie SAINT ANDRE EN MORVAN,SAINT ANDRE EN MORVAN,58
CIS CIS 3ème catégorie SAINT BENIN D'AZY,SAINT BENIN D'AZY,58
CIS CIS 1ère catégorie NEVERS - SAINT ELOI,SAINT ELOI,58
CIS CIS 2ème catégorie SAINT PIERRE LE MOUTIER,SAINT PIERRE LE MOUTIER,58
CPI CIS 4ème catégorie SAINT REVERIEN,SAINT REVERIEN,58
CIS CIS 3ème catégorie SAINT SAULGE,SAINT SAULGE,58
CIS CIS 4ème catégorie SEMELAY,SEMELAY,58
CIS CIS 3ème catégorie ST HONORE LES BAINS,ST HONORE LES BAINS,58
CIS CIS 4ème catégorie SURGY,SURGY,58
CIS CIS 3ème catégorie TANNAY,TANNAY,58
CIS CIS 2ème catégorie VARZY,VARZY,58
CIS ANOR,ANOR,59
CIS ANZIN,ANZIN,59
CIS ARLEUX,ARLEUX,59
CIS ARMENTIERES,ARMENTIERES,59
CIS AUBY,AUBY,59
CIS AULNOYE-AYMERIES,AULNOYE-AYMERIES,59
CIS  AUBERT,AVESNES LEZ AUBERT,59
CIS AVESNES-SUR-HELPE,AVESNES-SUR-HELPE,59
CIS BAILLEUL METEREN,BAILLEUL,59
CIS BAMBECQUE,BAMBECQUE,59
CIS BAUVIN,BAUVIN,59
CIS BAVAY,BAVAY,59
CIS BEAUVOIS EN CAMBRESIS,BEAUVOIS EN CAMBRESIS,59
CIS BERGUES,BERGUES,59
CIS BERSEE,BERSEE,59
CIS BOESCHEPE,BOESCHEPE,59
CIS BOLLEZEELE YSER,BOLLEZEELE YSER,59
CIS BOUCHAIN,BOUCHAIN,59
CIS BOURBOURG,BOURBOURG,59
CIS VALLEE DE LA LYS,BOUSBECQUE,59
CIS BRAY-DUNES,BRAY-DUNES,59
CIS BRUAY SUR ESCAUT,BRUAY SUR ESCAUT,59
CIS BUSIGNY,BUSIGNY,59
CIS CAMBRAI,CAMBRAI,59
CIS CARTIGNIES,CARTIGNIES,59
CIS CASSEL,CASSEL,59
CIS CAUDRY,CAUDRY,59
CIS COUDEKERQUE-BRANCHE,COUDEKERQUE-BRANCHE,59
CIS COUSOLRE,COUSOLRE,59
CIS CYSOING,CYSOING,59
CIS DENAIN,DENAIN,59
CIS DOUAI,DOUAI,59
CIS DOUCHY-LES-MINES,DOUCHY-LES-MINES,59
CIS DUNKERQUE,DUNKERQUE,59
CIS DUNKERQUE MALO LES BAINS,DUNKERQUE MALO,59
CIS  DUNKERQUE ROSENDAEL,DUNKERQUE ROSENDAEL,59
CIS ESTAIRES,ESTAIRES,59
CIS FERRIERE LA GRANDE,FERRIERE LA GRANDE,59
CIS FERRIERE LA PETITE,FERRIERE LA PETITE,59
CIS FLINES LEZ RACHES,FLINES LEZ RACHES,59
CIS FONTAINE NOTRE DAME,FONTAINE NOTRE DAME,59
CIS FORT MARDYCK,FORT MARDYCK,59
CIS FOURMIES,FOURMIES,59
CIS GENECH,GENECH,59
CIS GOUZEAUCOURT,GOUZEAUCOURT,59
CIS GRAVELINES,GRAVELINES,59
CIS HAUBOURDIN,HAUBOURDIN,59
CIS HAUTMONT,HAUTMONT,59
CIS HAZEBROUCK,HAZEBROUCK,59
CIS HONDSCHOOTE,HONDSCHOOTE,59
CIS IWUY,IWUY,59
CIS JEUMONT,JEUMONT,59
CIS LA BASSEE,LA BASSEE,59
CIS LA MADELEINE,LA MADELEINE,59
CIS LANDRECIES,LANDRECIES,59
CIS LE CATEAU CAMBRESIS,LE CATEAU CAMBRESIS,59
CIS LE QUESNOY,LE QUESNOY,59
CIS LES RUES DES VIGNES,LES RUES DES VIGNES,59
CIS LESQUIN,LESQUIN,59
CIS LILLE MALUS,LILLE,59
CIS LILLE BOUVINES,LILLE,59
CIS LILLE LITTRE,LILLE,59
CIS LOMME,LOMME,59
CIS LOON-PLAGE,LOON-PLAGE,59
CIS LOOS,LOOS,59
CIS MARCHIENNES,MARCHIENNES,59
CIS MARCOING,MARCOING,59
CIS MARCQ-EN-BAROEUL,MARCQ-EN-BAROEUL,59
CIS MAUBEUGE,MAUBEUGE,59
CIS MERVILLE,MERVILLE,59
CIS MORTAGNE DU NORD,MORTAGNE DU NORD,59
CIS NEUVILLY,NEUVILLY,59
CIS ONNAING,ONNAING,59
CIS ORCHIES,ORCHIES,59
CIS ORS,ORS,59
CIS PECQUENCOURT,PECQUENCOURT,59
CIS PITGAM,PITGAM,59
CIS POIX DU NORD,POIX DU NORD,59
CIS PONT SUR SAMBRE,PONT SUR SAMBRE,59
CIS QUESNOY SUR DEULE,QUESNOY SUR DEULE,59
CIS QUIEVRECHAIN,QUIEVRECHAIN,59
CIS QUIEVY,QUIEVY,59
CIS RAISMES,RAISMES,59
CIS RENESCURE,RENESCURE,59
CIS ROEULX,ROEULX,59
CIS ROUBAIX,ROUBAIX,59
CIS SAINS DU NORD,SAINS DU NORD,59
CIS SAINT-AMAND-LES-EAUX,SAINT-AMAND-LES-EAUX,59
CIS SAINT-ANDRE,SAINT-ANDRE,59
CIS SANTES,SANTES,59
CIS SAULZOIR,SAULZOIR,59
CPI SEBOURG,SEBOURG,59
CIS SECLIN,SECLIN,59
CIS SIN LE NOBLE,SIN LE NOBLE,59
CIS SOLESMES,SOLESMES,59
CIS SOLRE LE CHATEAU,SOLRE LE CHATEAU,59
CIS SOMAIN,SOMAIN,59
CIS STEENVOORDE,STEENVOORDE,59
CIS STEENWERCK,STEENWERCK,59
CIS TEMPLEUVE,TEMPLEUVE,59
CIS THUMERIES,THUMERIES,59
CIS TOURCOING,TOURCOING,59
CIS TRELON,TRELON,59
CIS TRITH SAINT LEGER,TRITH SAINT LEGER,59
CIS VALENCIENNES,VALENCIENNES,59
CIS VIEUX BERQUIN,VIEUX BERQUIN,59
CIS VIEUX-CONDE,VIEUX-CONDE,59
CIS VILLENEUVE D'ASCQ,VILLENEUVE D'ASCQ,59
CIS WALINCOURT SELVIGNY,WALINCOURT SELVIGNY,59
CIS WARHEM,WARHEM,59
CIS WASQUEHAL,WASQUEHAL,59
CIS WATTEN,WATTEN,59
CIS WORMHOUT,WORMHOUT,59
CS ATTICHY,ATTICHY,60
CS AUNEUIL,AUNEUIL,60
CSP BEAUVAIS,BEAUVAIS,60
CS BETHISY SAINT PIERRE,BETHISY SAINT PIERRE,60
CS BRESLES,BRESLES,60
CS BRETEUIL,BRETEUIL,60
CS CHAMBLY,CHAMBLY,60
CS CHAUMONT EN VEXIN,CHAUMONT EN VEXIN,60
CS CLERMONT,CLERMONT,60
CSP COMPIEGNE,COMPIEGNE,60
CSP CREIL,CREIL,60
CS CREPY EN VALOIS,CREPY EN VALOIS,60
CS CREVECOEUR LE GRAND,CREVECOEUR LE GRAND,60
CS ESTREES SAINT DENIS,ESTREES SAINT DENIS,60
CS FORMERIE,FORMERIE,60
CS GRANDVILLIERS,GRANDVILLIERS,60
CS GUISCARD,GUISCARD,60
CS LA CHAPELLE AUX POTS,LA CHAPELLE AUX POTS,60
CS LAMORLAYE,LAMORLAYE,60
CS LASSIGNY,LASSIGNY,60
CS LIANCOURT,LIANCOURT,60
CS MAIGNELAY,MAIGNELAY,60
CS MAREUIL SUR OURCQ,MAREUIL SUR OURCQ,60
CS MARSEILLE EN BEAUVAISIS,MARSEILLE EN BEAUVAISIS,60
CS MERU,MERU,60
CS MONTATAIRE,MONTATAIRE,60
CS MOUY,MOUY,60
CS NANTEUIL LE HAUDOUIN,NANTEUIL LE HAUDOUIN,60
CS NOAILLES,NOAILLES,60
CS NOGENT SUR OISE,NOGENT SUR OISE,60
CS NOYERS SAINT MARTIN,NOYERS SAINT MARTIN,60
CS NOYON,NOYON,60
CS PONT STE MAXENCE,PONT STE MAXENCE,60
CS PRECY SUR OISE,PRECY SUR OISE,60
CS RESSONS SUR MATZ,RESSONS SUR MATZ,60
CS SENLIS,SENLIS,60
CS SONGEONS,SONGEONS,60
CS ST JUST EN CHAUSSEE,ST JUST EN CHAUSSEE,60
CS THOUROTTE,THOUROTTE,60
CS TILLÉ,TILLÉ,60
CS VERBERIE,VERBERIE,60
CIS  ALENCON,ALENCON,61
CIS ARGENTAN,ARGENTAN,61
CIS BAGNOLES DE L ORNE,BAGNOLES DE L ORNE NORMANDIE,61
CIS BRETONCELLES,BRETONCELLES,61
CIS BRIOUZE,BRIOUZE,61
CIS CARROUGES,CARROUGES,61
CIS CEAUCE,CEAUCE,61
CIS CETON,CETON,61
CIS CHAMBOIS,CHAMBOIS,61
CIS CHANU,CHANU,61
CIS COURTOMER,COURTOMER,61
CIS DOMFRONT,DOMFRONT EN POIRAIE,61
CIS ECOUCHE,ECOUCHE,61
CIS ESSAY,ESSAY,61
CIS FLERS,FLERS,61
CIS GACE,GACE,61
CIS L'AIGLE,L'AIGLE,61
CIS LA FERTE FRESNEL,LA FERTE EN OUCHE,61
CIS LA FERTE MACE,LA FERTE MACE,61
CIS LE MELE SUR SARTHE,LE MELE SUR SARTHE,61
CIS LE MERLERAULT,LE MERLERAULT,61
CIS LE SAP,LE SAP EN AUGE,61
CIS LONGNY AU PERCHE,LONGNY LES VILLAGES,61
CIS LONLAY L ABBAYE,LONLAY L ABBAYE,61
CIS MAUVES SUR HUISNE,MAUVES SUR HUISNE,61
CIS MORTAGNE AU PERCHE,MORTAGNE AU PERCHE,61
CIS MORTREE,MORTREE,61
CIS MOULINS LA MARCHE,MOULINS LA MARCHE,61
CIS PASSAIS LA CONCEPTION,PASSAIS VILLAGES,61
CIS NOCE,PERCHE EN NOCE,61
CIS PUTANGES,PUTANGES LE LAC,61
CIS RANES,RANES,61
CIS REMALARD EN PERCHE,REMALARD EN PERCHE,61
CIS COUTERNE,RIVES D ANDAINE,61
CIS SAINT MAURICE LES CHARENCEY,SAINT MAURICE LES CHARENCEY,61
CIS SAINTE GAUBURGE,SAINTE GAUBURGE,61
CIS SAINTE SCOLASSE SUR SARTHE,SAINTE SCOLASSE SUR SARTHE,61
CIS SEES,SEES,61
CIS BELLEME,SERIGNY,61
CIS SAINT DENIS SUR SARTHON,ST-DENIS-SUR-SARTHON,61
CIS TINCHEBRAY,TINCHEBRAY BOCAGE,61
CIS TOUROUVRE AU PERCHE,TOUROUVRE AU PERCHE,61
CIS TRUN,TRUN,61
CIS LE THEIL SUR HUISNE,VAL AU PERCHE,61
CIS VIMOUTIERS,VIMOUTIERS,61
CIS AIRE SUR LA LYS,AIRE SUR LA LYS,62
CIS ARRAS,ARRAS,62
CIS AUBIGNY en ARTOIS,AUBIGNY en ARTOIS,62
CIS AUCHEL,AUCHEL,62
CIS  AUDRUICQ,AUDRUICQ,62
CIS AUXI le CHATEAU,AUXI le CHATEAU,62
CIS AVESNES le COMTE,AVESNES le COMTE,62
CIS AVION,AVION,62
CIS BAPAUME,BAPAUME,62
CIS MARQUION,BARALLE,62
CIS  CAMPAGNE-BEAURAINVILLE,BEAURAINVILLE,62
CIS  BERCK-SUR-MER,BERCK SUR MER,62
CIS BETHUNE,BETHUNE,62
CIS  BOULOGNE-SUR-MER,BOULOGNE SUR MER,62
CIS BUCQUOY,BUCQUOY,62
CIS BULLY les MINES,BULLY les MINES,62
CIS  CALAIS,CALAIS,62
CIS  DESVRES,DESVRES,62
CIS  ETAPLES,ETAPLES,62
CIS  FAUQUEMBERGUES,FAUQUEMBERGUES,62
CIS FREVENT,FREVENT,62
CIS  FRUGES,FRUGES,62
CIS HAISNES VERMELLES,HAISNES-LEZ-LA-BASSEE,62
CIS HARNES,HARNES,62
CIS HENIN BEAUMONT,HENIN BEAUMONT,62
CIS BRUAY - HOUDAIN,HOUDAIN,62
CIS  HUCQUELIERS,HUCQUELIERS,62
CIS LAVENTIE,LAVENTIE,62
CIS LEFOREST,LEFOREST,62
CIS LENS,LENS,62
CIS LIEVIN,LIEVIN,62
CIS LILLERS,LILLERS,62
CIS  SAINT-OMER,LONGUENESSE,62
CIS  ARDRES,LOUCHES,62
CIS  LUMBRES,LUMBRES,62
CIS  MARCK-EN-CALAISIS,MARCK EN CALAISIS,62
CIS  HESDIN,MARCONNE,62
CIS  MARQUISE,MARQUISE,62
CIS  MONTREUIL-SUR-MER,MONTREUIL SUR MER,62
CIS NOEUX les MINES,NOEUX les MINES,62
CIS OIGNIES,OIGNIES,62
CIS PAS en ARTOIS,PAS EN ARTOIS,62
CIS PERNES en ARTOIS,PERNES EN ARTOIS,62
CIS SAINT POL SUR TERNOISE,RAMECOURT,62
CIS SAINT VENANT,SAINT VENANT,62
CIS  VENDIN LE VIEIL,VENDIN LE VIEIL,62
CIS VITRY en ARTOIS,VITRY en ARTOIS,62
CIS WINGLES,WINGLES,62
CS AIGUEPERSE,AIGUEPERSE,63
CS AMBERT,AMBERT,63
CS ANCIZES COMPS (les),ANCIZES COMPS (les),63
CS ARDES SUR COUZE,ARDES SUR COUZE,63
CS ARLANC,ARLANC,63
CS AUBIERE,AUBIERE,63
CS AYDAT,AYDAT,63
CS BESSE ET SAINT ANASTAISE,BESSE ET SAINT ANASTAISE,63
CS BILLOM,BILLOM,63
CS BOURBOULE (la),BOURBOULE (la),63
CS BRASSAC LES MINES,BRASSAC LES MINES,63
CS CELLES SUR DUROLLES,CELLES SUR DUROLLES,63
CS CHAMALIERES,CHAMALIERES,63
CS CHAMPEIX,CHAMPEIX,63
CS CHÂTEL GUYON,CHÂTEL GUYON,63
CSP CLERMONT-FERRAND,CLERMONT-FERRAND,63
CS COMBRONDE,COMBRONDE,63
CS COUDES,COUDES,63
CS COURNON D'AUVERGNE,COURNON D'AUVERGNE,63
CS COURPIERE,COURPIERE,63
CS CUNLHAT,CUNLHAT,63
CS ENNEZAT,ENNEZAT,63
CS GERZAT,GERZAT,63
CS GIAT,GIAT,63
CS HERMENT,HERMENT,63
CS ISSOIRE,ISSOIRE,63
CS LA TOUR D'AUVERGNE,LA TOUR D'AUVERGNE,63
CS LEZOUX,LEZOUX,63
CS MANZAT,MANZAT,63
CS MARINGUES,MARINGUES,63
CS MENAT,MENAT,63
CS MESSEIX,MESSEIX,63
CS MUROL,MUROL,63
CS OLLIERGUES,OLLIERGUES,63
CS PIONSAT,PIONSAT,63
CS PLAUZAT,PLAUZAT,63
CS PONT DU CHÂTEAU,PONT DU CHÂTEAU,63
CS PONTAUMUR,PONTAUMUR,63
CS PONTGIBAUD,PONTGIBAUD,63
CS PUY GUILLAUME,PUY GUILLAUME,63
CS RANDAN,RANDAN,63
CS RIOM,RIOM,63
CS ROCHEFORT MONTAGNE,ROCHEFORT MONTAGNE,63
CS SAINT AMAND TALLENDE,SAINT AMAND TALLENDE,63
CS SAINT ANTHEME,SAINT ANTHEME,63
CS SAINT GENES CHAMPANELLE,SAINT GENES CHAMPANELLE,63
CS SAINT GERMAIN L'HERM,SAINT GERMAIN L'HERM,63
CS SAINT GERMAIN LEMBRON,SAINT GERMAIN LEMBRON,63
CS SAINT NECTAIRE,SAINT NECTAIRE,63
CS SAINT REMY SUR DUROLLE,SAINT REMY SUR DUROLLE,63
CS SAUXILLANGES,SAUXILLANGES,63
CS ST ELOY LES MINES,ST ELOY LES MINES,63
CS ST GERVAIS D'AUVERGNE,ST GERVAIS D'AUVERGNE,63
CS TAUVES,TAUVES,63
CS THIERS,THIERS,63
CS VIC LE COMTE,VIC LE COMTE,63
CS VIVEROLS,VIVEROLS,63
CS VOLLORE VILLE,VOLLORE VILLE,63
CS VOLVIC,VOLVIC,63
CS ANGLET,ANGLET,64
CS ARBUS,ARBUS,64
CS ARETTE LA PIERRE SAINT MARTIN,ARETTE LA PIERRE SAINT MARTIN,64
CS ARTHEZ DE BEARN,ARTHEZ DE BEARN,64
CS ARUDY,ARUDY,64
CS ARZACQ,ARZACQ,64
CS BEDOUS LESCUN URDOS,BEDOUS LESCUN URDOS,64
CS BIDACHE,BIDACHE,64
CS CAMBO LES BAINS,CAMBO LES BAINS,64
CS COARRAZE,COARRAZE,64
CS GAN,GAN,64
CS GARLIN,GARLIN,64
CS HASPARREN,HASPARREN,64
CS  HENDAYE,HENDAYE,64
CS IHOLDY,IHOLDY,64
CS LABASTIDE VILLEFRANCHE,LABASTIDE VILLEFRANCHE,64
CS LARUNS GOURETTE,LARUNS GOURETTE,64
